ShipmentItem,Shipment,Item,OrderItem,Date,Stock
203080-3,203080,3,106198-3,6/20/2023,S0511
203080-4,203080,4,106198-4,6/20/2023,S0283
203080-5,203080,5,106198-5,6/20/2023,S0447
203081-1,203081,1,106199-1,8/20/2024,S0090
203081-2,203081,2,106199-2,8/20/2024,S0206
203081-3,203081,3,106199-3,8/20/2024,S0410
203082-1,203082,1,106202-1,10/19/2022,S0515
203082-2,203082,2,106202-2,10/19/2022,S0264
203082-3,203082,3,106202-3,10/19/2022,S0009
203082-4,203082,4,106202-4,10/19/2022,S0129
203082-5,203082,5,106202-5,10/19/2022,S0156
203083-1,203083,1,106203-1,11/4/2025,S0338
203083-2,203083,2,106203-2,11/4/2025,S0574
203084-1,203084,1,106206-1,3/11/2025,S0352
203084-2,203084,2,106206-2,3/11/2025,S0213
203084-3,203084,3,106206-3,3/11/2025,S0103
203085-1,203085,1,106208-1,7/4/2024,S0042
203085-2,203085,2,106208-2,7/4/2024,S0007
203085-3,203085,3,106208-3,7/4/2024,S0224
203085-4,203085,4,106208-4,7/4/2024,S0043
203085-5,203085,5,106208-5,7/4/2024,S0220
203086-1,203086,1,106212-1,12/24/2022,S0264
203086-2,203086,2,106212-2,12/24/2022,S0075
203086-3,203086,3,106212-3,12/24/2022,S0358
203086-4,203086,4,106212-4,12/24/2022,S0153
203087-1,203087,1,106213-1,5/23/2023,S0153
203087-2,203087,2,106213-2,5/23/2023,S0118
203087-3,203087,3,106213-3,5/23/2023,S0149
203087-4,203087,4,106213-4,5/23/2023,S0307
203088-1,203088,1,106214-1,5/2/2024,S0255
203088-2,203088,2,106214-2,5/2/2024,S0205
203088-3,203088,3,106214-3,5/2/2024,S0106
203088-4,203088,4,106214-4,5/2/2024,S0147
203088-5,203088,5,106214-5,5/2/2024,S0570
203089-1,203089,1,106216-1,2/16/2023,S0329
203089-2,203089,2,106216-2,2/16/2023,S0003
203090-1,203090,1,106217-1,2/23/2024,S0378
203090-2,203090,2,106217-2,2/23/2024,S0031
203090-3,203090,3,106217-3,2/23/2024,S0009
203090-4,203090,4,106217-4,2/23/2024,S0180
203091-1,203091,1,106218-1,7/8/2022,S0538
203091-2,203091,2,106218-2,7/8/2022,S0555
203092-1,203092,1,106219-1,10/28/2022,S0052
203092-2,203092,2,106219-2,10/28/2022,S0400
203092-3,203092,3,106219-3,10/28/2022,S0212
203093-1,203093,1,106220-1,12/27/2024,S0226
203094-1,203094,1,106223-1,4/6/2022,S0457
203094-2,203094,2,106223-2,4/6/2022,S0294
203095-1,203095,1,106224-1,12/20/2024,S0534
203096-1,203096,1,106225-1,7/31/2022,S0101
203096-2,203096,2,106225-2,7/31/2022,S0261
203097-1,203097,1,106226-1,7/16/2025,S0554
203097-2,203097,2,106226-2,7/16/2025,S0511
203098-1,203098,1,106227-1,2/19/2022,S0162
203098-2,203098,2,106227-2,2/19/2022,S0326
203098-3,203098,3,106227-3,2/19/2022,S0111
203098-4,203098,4,106227-4,2/19/2022,S0081
203098-5,203098,5,106227-5,2/19/2022,S0137
203099-1,203099,1,106230-1,6/30/2025,S0515
203099-2,203099,2,106230-2,6/30/2025,S0284
203100-1,203100,1,106232-1,1/2/2025,S0233
203100-2,203100,2,106232-2,1/2/2025,S0289
203101-1,203101,1,106233-1,10/6/2025,S0531
203102-1,203102,1,106234-1,1/24/2024,S0173
203102-2,203102,2,106234-2,1/24/2024,S0391
203102-3,203102,3,106234-3,1/24/2024,S0315
203102-4,203102,4,106234-4,1/24/2024,S0494
203103-1,203103,1,106236-1,3/15/2024,S0575
203103-2,203103,2,106236-2,3/15/2024,S0106
203103-3,203103,3,106236-3,3/15/2024,S0031
203103-4,203103,4,106236-4,3/15/2024,S0457
203104-1,203104,1,106237-1,4/28/2025,S0597
203104-2,203104,2,106237-2,4/28/2025,S0527
203104-3,203104,3,106237-3,4/28/2025,S0089
203104-4,203104,4,106237-4,4/28/2025,S0202
203104-5,203104,5,106237-5,4/28/2025,S0170
203105-1,203105,1,106238-1,12/28/2022,S0528
203106-1,203106,1,106240-1,11/2/2023,S0292
203106-2,203106,2,106240-2,11/2/2023,S0009
203106-3,203106,3,106240-3,11/2/2023,S0421
203106-4,203106,4,106240-4,11/2/2023,S0431
203107-1,203107,1,106241-1,5/7/2025,S0533
203108-1,203108,1,106242-1,9/27/2024,S0250
203108-2,203108,2,106242-2,9/27/2024,S0572
203108-3,203108,3,106242-3,9/27/2024,S0170
203109-1,203109,1,106245-1,5/1/2025,S0355
203109-2,203109,2,106245-2,5/1/2025,S0036
203109-3,203109,3,106245-3,5/1/2025,S0381
203109-4,203109,4,106245-4,5/1/2025,S0086
203109-5,203109,5,106245-5,5/1/2025,S0436
203110-1,203110,1,106248-1,3/19/2023,S0318
203110-2,203110,2,106248-2,3/19/2023,S0459
203110-3,203110,3,106248-3,3/19/2023,S0481
203110-4,203110,4,106248-4,3/19/2023,S0080
203110-5,203110,5,106248-5,3/19/2023,S0296
203111-1,203111,1,106249-1,8/7/2025,S0481
203111-2,203111,2,106249-2,8/7/2025,S0175
203111-3,203111,3,106249-3,8/7/2025,S0009
203111-4,203111,4,106249-4,8/7/2025,S0225
203111-5,203111,5,106249-5,8/7/2025,S0229
203112-1,203112,1,106253-1,5/15/2024,S0425
203112-2,203112,2,106253-2,5/15/2024,S0597
203113-1,203113,1,106254-1,4/10/2025,S0509
203113-2,203113,2,106254-2,4/10/2025,S0584
203114-1,203114,1,106256-1,6/10/2024,S0411
203114-2,203114,2,106256-2,6/10/2024,S0579
203114-3,203114,3,106256-3,6/10/2024,S0401
203114-4,203114,4,106256-4,6/10/2024,S0178
203114-5,203114,5,106256-5,6/10/2024,S0189
203115-1,203115,1,106257-1,9/11/2024,S0494
203115-2,203115,2,106257-2,9/11/2024,S0133
203115-3,203115,3,106257-3,9/11/2024,S0541
203116-1,203116,1,106260-1,4/2/2025,S0300
203116-2,203116,2,106260-2,4/2/2025,S0257
203116-3,203116,3,106260-3,4/2/2025,S0417
203117-1,203117,1,106261-1,6/26/2024,S0123
203117-2,203117,2,106261-2,6/26/2024,S0287
203117-3,203117,3,106261-3,6/26/2024,S0023
203117-4,203117,4,106261-4,6/26/2024,S0290
203118-1,203118,1,106264-1,10/19/2023,S0509
203118-2,203118,2,106264-2,10/19/2023,S0097
203118-3,203118,3,106264-3,10/19/2023,S0625
203118-4,203118,4,106264-4,10/19/2023,S0199
203119-1,203119,1,106265-1,11/2/2022,S0612
203120-1,203120,1,106268-1,4/17/2025,S0521
203120-2,203120,2,106268-2,4/17/2025,S0549
203121-1,203121,1,106269-1,10/17/2023,S0290
203121-2,203121,2,106269-2,10/17/2023,S0039
203121-3,203121,3,106269-3,10/17/2023,S0625
203121-4,203121,4,106269-4,10/17/2023,S0414
203121-5,203121,5,106269-5,10/17/2023,S0601
203122-1,203122,1,106270-1,10/22/2022,S0277
203122-2,203122,2,106270-2,10/22/2022,S0300
203122-3,203122,3,106270-3,10/22/2022,S0063
203123-1,203123,1,106271-1,11/6/2023,S0015
203123-2,203123,2,106271-2,11/6/2023,S0218
203123-3,203123,3,106271-3,11/6/2023,S0607
203123-4,203123,4,106271-4,11/6/2023,S0439
203123-5,203123,5,106271-5,11/6/2023,S0288
203124-1,203124,1,106274-1,3/12/2022,S0386
203124-2,203124,2,106274-2,3/12/2022,S0114
203124-3,203124,3,106274-3,3/12/2022,S0585
203125-1,203125,1,106277-1,11/8/2022,S0448
203126-1,203126,1,106279-1,8/29/2023,S0195
203126-2,203126,2,106279-2,8/29/2023,S0133
203126-3,203126,3,106279-3,8/29/2023,S0157
203126-4,203126,4,106279-4,8/29/2023,S0485
203126-5,203126,5,106279-5,8/29/2023,S0291
203127-1,203127,1,106283-1,4/11/2024,S0556
203128-1,203128,1,106285-1,10/10/2025,S0410
203128-2,203128,2,106285-2,10/10/2025,S0122
203128-3,203128,3,106285-3,10/10/2025,S0545
203128-4,203128,4,106285-4,10/10/2025,S0596
203128-5,203128,5,106285-5,10/10/2025,S0346
203129-1,203129,1,106287-1,6/27/2023,S0611
203129-2,203129,2,106287-2,6/27/2023,S0567
203129-3,203129,3,106287-3,6/27/2023,S0085
203129-4,203129,4,106287-4,6/27/2023,S0550
203129-5,203129,5,106287-5,6/27/2023,S0368
203130-1,203130,1,106288-1,9/18/2024,S0178
203130-2,203130,2,106288-2,9/18/2024,S0158
203130-3,203130,3,106288-3,9/18/2024,S0094
203130-4,203130,4,106288-4,9/18/2024,S0508
203130-5,203130,5,106288-5,9/18/2024,S0393
203131-1,203131,1,106289-1,4/9/2024,S0604
203132-1,203132,1,106295-1,1/6/2025,S0465
203132-2,203132,2,106295-2,1/6/2025,S0524
203133-1,203133,1,106297-1,7/12/2022,S0312
203134-1,203134,1,106300-1,4/24/2022,S0169
203134-2,203134,2,106300-2,4/24/2022,S0396
203134-3,203134,3,106300-3,4/24/2022,S0403
203134-4,203134,4,106300-4,4/24/2022,S0548
203134-5,203134,5,106300-5,4/24/2022,S0150
203135-1,203135,1,106302-1,4/23/2024,S0445
203135-2,203135,2,106302-2,4/23/2024,S0286
203135-3,203135,3,106302-3,4/23/2024,S0603
203135-4,203135,4,106302-4,4/23/2024,S0393
203135-5,203135,5,106302-5,4/23/2024,S0352
203136-1,203136,1,106303-1,8/3/2023,S0305
203136-2,203136,2,106303-2,8/3/2023,S0270
203137-1,203137,1,106305-1,8/24/2023,S0253
203138-1,203138,1,106307-1,10/13/2025,S0088
203139-1,203139,1,106308-1,6/29/2023,S0091
203140-1,203140,1,106309-1,11/24/2025,S0588
203140-2,203140,2,106309-2,11/24/2025,S0384
203140-3,203140,3,106309-3,11/24/2025,S0486
203141-1,203141,1,106310-1,2/18/2024,S0275
203141-2,203141,2,106310-2,2/18/2024,S0128
203141-3,203141,3,106310-3,2/18/2024,S0254
203142-1,203142,1,106315-1,4/2/2025,S0403
203142-2,203142,2,106315-2,4/2/2025,S0373
203142-3,203142,3,106315-3,4/2/2025,S0054
203142-4,203142,4,106315-4,4/2/2025,S0519
203142-5,203142,5,106315-5,4/2/2025,S0184
203143-1,203143,1,106316-1,12/11/2022,S0345
203143-2,203143,2,106316-2,12/11/2022,S0113
203144-1,203144,1,106317-1,2/2/2025,S0531
203145-1,203145,1,106318-1,10/17/2024,S0619
203145-2,203145,2,106318-2,10/17/2024,S0382
203145-3,203145,3,106318-3,10/17/2024,S0199
203146-1,203146,1,106319-1,6/18/2023,S0434
203146-2,203146,2,106319-2,6/18/2023,S0398
203147-1,203147,1,106326-1,1/9/2025,S0242
203147-2,203147,2,106326-2,1/9/2025,S0154
203147-3,203147,3,106326-3,1/9/2025,S0103
203147-4,203147,4,106326-4,1/9/2025,S0191
203148-1,203148,1,106327-1,8/8/2024,S0614
203148-2,203148,2,106327-2,8/8/2024,S0162
203148-3,203148,3,106327-3,8/8/2024,S0343
203148-4,203148,4,106327-4,8/8/2024,S0291
203149-1,203149,1,106328-1,2/28/2022,S0089
203149-2,203149,2,106328-2,2/28/2022,S0401
203149-3,203149,3,106328-3,2/28/2022,S0575
203149-4,203149,4,106328-4,2/28/2022,S0564
203149-5,203149,5,106328-5,2/28/2022,S0555
203150-1,203150,1,106330-1,12/16/2022,S0284
203150-2,203150,2,106330-2,12/16/2022,S0100
203150-3,203150,3,106330-3,12/16/2022,S0418
203150-4,203150,4,106330-4,12/16/2022,S0408
203151-1,203151,1,106331-1,4/16/2022,S0211
203151-2,203151,2,106331-2,4/16/2022,S0380
203151-3,203151,3,106331-3,4/16/2022,S0325
203151-4,203151,4,106331-4,4/16/2022,S0224
203151-5,203151,5,106331-5,4/16/2022,S0484
203152-1,203152,1,106333-1,3/3/2025,S0153
203152-2,203152,2,106333-2,3/3/2025,S0028
203152-3,203152,3,106333-3,3/3/2025,S0018
203153-1,203153,1,106334-1,4/7/2023,S0030
203153-2,203153,2,106334-2,4/7/2023,S0465
203154-1,203154,1,106336-1,12/9/2025,S0600
203154-2,203154,2,106336-2,12/9/2025,S0388
203154-3,203154,3,106336-3,12/9/2025,S0577
203155-1,203155,1,106337-1,10/5/2025,S0539
203155-2,203155,2,106337-2,10/5/2025,S0183
203155-3,203155,3,106337-3,10/5/2025,S0593
203155-4,203155,4,106337-4,10/5/2025,S0139
203155-5,203155,5,106337-5,10/5/2025,S0376
203156-1,203156,1,106341-1,11/18/2025,S0456
203156-2,203156,2,106341-2,11/18/2025,S0566
203156-3,203156,3,106341-3,11/18/2025,S0115
203156-4,203156,4,106341-4,11/18/2025,S0220
203156-5,203156,5,106341-5,11/18/2025,S0377
203157-1,203157,1,106342-1,10/25/2023,S0376
203158-1,203158,1,106343-1,4/26/2022,S0231
203158-2,203158,2,106343-2,4/26/2022,S0513
203158-3,203158,3,106343-3,4/26/2022,S0429
203158-4,203158,4,106343-4,4/26/2022,S0244
203159-1,203159,1,106347-1,9/11/2025,S0097
203159-2,203159,2,106347-2,9/11/2025,S0069
203159-3,203159,3,106347-3,9/11/2025,S0409
203160-1,203160,1,106350-1,7/6/2022,S0598
203160-2,203160,2,106350-2,7/6/2022,S0296
203160-3,203160,3,106350-3,7/6/2022,S0097
203160-4,203160,4,106350-4,7/6/2022,S0142
203161-1,203161,1,106352-1,2/4/2025,S0191
203162-1,203162,1,106355-1,10/16/2022,S0543
203163-1,203163,1,106356-1,11/28/2024,S0026
203163-2,203163,2,106356-2,11/28/2024,S0309
203163-3,203163,3,106356-3,11/28/2024,S0054
203163-4,203163,4,106356-4,11/28/2024,S0053
203163-5,203163,5,106356-5,11/28/2024,S0380
203164-1,203164,1,106357-1,5/1/2024,S0503
203164-2,203164,2,106357-2,5/1/2024,S0235
203164-3,203164,3,106357-3,5/1/2024,S0488
203164-4,203164,4,106357-4,5/1/2024,S0409
203165-1,203165,1,106358-1,6/30/2023,S0010
203166-1,203166,1,106359-1,12/12/2024,S0542
203166-2,203166,2,106359-2,12/12/2024,S0577
203167-1,203167,1,106360-1,8/19/2025,S0157
203167-2,203167,2,106360-2,8/19/2025,S0623
203167-3,203167,3,106360-3,8/19/2025,S0477
203167-4,203167,4,106360-4,8/19/2025,S0310
203168-1,203168,1,106364-1,9/5/2023,S0275
203168-2,203168,2,106364-2,9/5/2023,S0306
203168-3,203168,3,106364-3,9/5/2023,S0541
203169-1,203169,1,106365-1,4/15/2025,S0332
203169-2,203169,2,106365-2,4/15/2025,S0217
203169-3,203169,3,106365-3,4/15/2025,S0180
203170-1,203170,1,106366-1,3/19/2023,S0266
203170-2,203170,2,106366-2,3/19/2023,S0572
203171-1,203171,1,106367-1,10/29/2024,S0290
203171-2,203171,2,106367-2,10/29/2024,S0576
203171-3,203171,3,106367-3,10/29/2024,S0325
203171-4,203171,4,106367-4,10/29/2024,S0602
203171-5,203171,5,106367-5,10/29/2024,S0564
203172-1,203172,1,106369-1,2/14/2022,S0366
203172-2,203172,2,106369-2,2/14/2022,S0008
203172-3,203172,3,106369-3,2/14/2022,S0387
203172-4,203172,4,106369-4,2/14/2022,S0199
203172-5,203172,5,106369-5,2/14/2022,S0315
203173-1,203173,1,106371-1,1/24/2022,S0333
203173-2,203173,2,106371-2,1/24/2022,S0403
203173-3,203173,3,106371-3,1/24/2022,S0376
203173-4,203173,4,106371-4,1/24/2022,S0487
203173-5,203173,5,106371-5,1/24/2022,S0320
203174-1,203174,1,106372-1,9/14/2025,S0286
203174-2,203174,2,106372-2,9/14/2025,S0349
203174-3,203174,3,106372-3,9/14/2025,S0313
203174-4,203174,4,106372-4,9/14/2025,S0586
203175-1,203175,1,106373-1,10/22/2022,S0158
203175-2,203175,2,106373-2,10/22/2022,S0288
203175-3,203175,3,106373-3,10/22/2022,S0325
203175-4,203175,4,106373-4,10/22/2022,S0143
203175-5,203175,5,106373-5,10/22/2022,S0012
203176-1,203176,1,106377-1,1/13/2023,S0081
203176-2,203176,2,106377-2,1/13/2023,S0173
203176-3,203176,3,106377-3,1/13/2023,S0127
203177-1,203177,1,106380-1,3/6/2024,S0385
203177-2,203177,2,106380-2,3/6/2024,S0303
203177-3,203177,3,106380-3,3/6/2024,S0098
203178-1,203178,1,106381-1,9/22/2025,S0492
203178-2,203178,2,106381-2,9/22/2025,S0276
203178-3,203178,3,106381-3,9/22/2025,S0399
203178-4,203178,4,106381-4,9/22/2025,S0369
203178-5,203178,5,106381-5,9/22/2025,S0550
203179-1,203179,1,106384-1,5/23/2024,S0512
203179-2,203179,2,106384-2,5/23/2024,S0377
203179-3,203179,3,106384-3,5/23/2024,S0621
203180-1,203180,1,106386-1,2/16/2023,S0392
203180-2,203180,2,106386-2,2/16/2023,S0174
203180-3,203180,3,106386-3,2/16/2023,S0486
203180-4,203180,4,106386-4,2/16/2023,S0273
203180-5,203180,5,106386-5,2/16/2023,S0503
203181-1,203181,1,106387-1,8/7/2024,S0360
203181-2,203181,2,106387-2,8/7/2024,S0593
203181-3,203181,3,106387-3,8/7/2024,S0384
203181-4,203181,4,106387-4,8/7/2024,S0160
203182-1,203182,1,106388-1,8/11/2025,S0290
203182-2,203182,2,106388-2,8/11/2025,S0508
203182-3,203182,3,106388-3,8/11/2025,S0534
203183-1,203183,1,106392-1,6/4/2022,S0060
203183-2,203183,2,106392-2,6/4/2022,S0137
203184-1,203184,1,106395-1,3/6/2022,S0387
203184-2,203184,2,106395-2,3/6/2022,S0004
203184-3,203184,3,106395-3,3/6/2022,S0188
203184-4,203184,4,106395-4,3/6/2022,S0427
203184-5,203184,5,106395-5,3/6/2022,S0432
203185-1,203185,1,106396-1,7/13/2023,S0384
203185-2,203185,2,106396-2,7/13/2023,S0277
203186-1,203186,1,106398-1,5/17/2024,S0219
203186-2,203186,2,106398-2,5/17/2024,S0455
203186-3,203186,3,106398-3,5/17/2024,S0450
203186-4,203186,4,106398-4,5/17/2024,S0133
203187-1,203187,1,106399-1,7/23/2023,S0098
203187-2,203187,2,106399-2,7/23/2023,S0292
203188-1,203188,1,106400-1,7/12/2025,S0559
203189-1,203189,1,106401-1,9/13/2025,S0130
203189-2,203189,2,106401-2,9/13/2025,S0019
203189-3,203189,3,106401-3,9/13/2025,S0562
203189-4,203189,4,106401-4,9/13/2025,S0552
203190-1,203190,1,106402-1,12/17/2022,S0354
203191-1,203191,1,106403-1,3/20/2023,S0351
203192-1,203192,1,106405-1,5/26/2025,S0588
203192-2,203192,2,106405-2,5/26/2025,S0615
203192-3,203192,3,106405-3,5/26/2025,S0567
203193-1,203193,1,106406-1,9/13/2022,S0045
203193-2,203193,2,106406-2,9/13/2022,S0154
203193-3,203193,3,106406-3,9/13/2022,S0387
203194-1,203194,1,106408-1,10/24/2024,S0312
203194-2,203194,2,106408-2,10/24/2024,S0079
203194-3,203194,3,106408-3,10/24/2024,S0346
203195-1,203195,1,106409-1,7/4/2025,S0384
203195-2,203195,2,106409-2,7/4/2025,S0240
203196-1,203196,1,106410-1,4/19/2023,S0075
203196-2,203196,2,106410-2,4/19/2023,S0116
203196-3,203196,3,106410-3,4/19/2023,S0263
203196-4,203196,4,106410-4,4/19/2023,S0031
203197-1,203197,1,106411-1,7/30/2023,S0579
203197-2,203197,2,106411-2,7/30/2023,S0197
203197-3,203197,3,106411-3,7/30/2023,S0592
203197-4,203197,4,106411-4,7/30/2023,S0312
203197-5,203197,5,106411-5,7/30/2023,S0599
203198-1,203198,1,106416-1,1/13/2022,S0447
203198-2,203198,2,106416-2,1/13/2022,S0019
203198-3,203198,3,106416-3,1/13/2022,S0186
203199-1,203199,1,106417-1,2/28/2025,S0038
203199-2,203199,2,106417-2,2/28/2025,S0320
203199-3,203199,3,106417-3,2/28/2025,S0228
203199-4,203199,4,106417-4,2/28/2025,S0040
203199-5,203199,5,106417-5,2/28/2025,S0512
203200-1,203200,1,106418-1,9/10/2022,S0214
203200-2,203200,2,106418-2,9/10/2022,S0014
203200-3,203200,3,106418-3,9/10/2022,S0475
203200-4,203200,4,106418-4,9/10/2022,S0423
203200-5,203200,5,106418-5,9/10/2022,S0006
203201-1,203201,1,106421-1,6/26/2022,S0315
203201-2,203201,2,106421-2,6/26/2022,S0260
203201-3,203201,3,106421-3,6/26/2022,S0024
203201-4,203201,4,106421-4,6/26/2022,S0159
203202-1,203202,1,106422-1,11/25/2024,S0136
203203-1,203203,1,106423-1,3/25/2022,S0260
203203-2,203203,2,106423-2,3/25/2022,S0284
203204-1,203204,1,106426-1,7/15/2022,S0215
203204-2,203204,2,106426-2,7/15/2022,S0163
203204-3,203204,3,106426-3,7/15/2022,S0066
203205-1,203205,1,106427-1,8/29/2024,S0377
203205-2,203205,2,106427-2,8/29/2024,S0599
203205-3,203205,3,106427-3,8/29/2024,S0189
203205-4,203205,4,106427-4,8/29/2024,S0448
203205-5,203205,5,106427-5,8/29/2024,S0065
203206-1,203206,1,106428-1,1/23/2024,S0523
203206-2,203206,2,106428-2,1/23/2024,S0039
203207-1,203207,1,106431-1,12/26/2024,S0183
203207-2,203207,2,106431-2,12/26/2024,S0397
203207-3,203207,3,106431-3,12/26/2024,S0088
203207-4,203207,4,106431-4,12/26/2024,S0402
203207-5,203207,5,106431-5,12/26/2024,S0428
203208-1,203208,1,106432-1,4/10/2025,S0126
203208-2,203208,2,106432-2,4/10/2025,S0552
203209-1,203209,1,106433-1,1/20/2022,S0172
203209-2,203209,2,106433-2,1/20/2022,S0601
203210-1,203210,1,106434-1,7/14/2025,S0380
203211-1,203211,1,106437-1,5/31/2025,S0342
203211-2,203211,2,106437-2,5/31/2025,S0470
203211-3,203211,3,106437-3,5/31/2025,S0584
203211-4,203211,4,106437-4,5/31/2025,S0265
203211-5,203211,5,106437-5,5/31/2025,S0311
203212-1,203212,1,106440-1,5/3/2024,S0145
203213-1,203213,1,106441-1,2/10/2022,S0159
203214-1,203214,1,106444-1,12/21/2022,S0465
203214-2,203214,2,106444-2,12/21/2022,S0471
203215-1,203215,1,106446-1,5/21/2025,S0073
203216-1,203216,1,106447-1,1/1/2023,S0572
203216-2,203216,2,106447-2,1/1/2023,S0114
203216-3,203216,3,106447-3,1/1/2023,S0365
203216-4,203216,4,106447-4,1/1/2023,S0553
203216-5,203216,5,106447-5,1/1/2023,S0539
203217-1,203217,1,106448-1,6/4/2025,S0134
203218-1,203218,1,106449-1,4/15/2025,S0103
203219-1,203219,1,106451-1,7/25/2022,S0077
203219-2,203219,2,106451-2,7/25/2022,S0289
203220-1,203220,1,106453-1,11/17/2024,S0263
203220-2,203220,2,106453-2,11/17/2024,S0026
203220-3,203220,3,106453-3,11/17/2024,S0497
203220-4,203220,4,106453-4,11/17/2024,S0548
203221-1,203221,1,106454-1,9/20/2025,S0453
203221-2,203221,2,106454-2,9/20/2025,S0297
203222-1,203222,1,106456-1,7/5/2025,S0179
203222-2,203222,2,106456-2,7/5/2025,S0528
203222-3,203222,3,106456-3,7/5/2025,S0579
203222-4,203222,4,106456-4,7/5/2025,S0346
203222-5,203222,5,106456-5,7/5/2025,S0173
203223-1,203223,1,106458-1,4/6/2024,S0091
203223-2,203223,2,106458-2,4/6/2024,S0444
203223-3,203223,3,106458-3,4/6/2024,S0402
203224-1,203224,1,106460-1,5/9/2022,S0104
203224-2,203224,2,106460-2,5/9/2022,S0127
203224-3,203224,3,106460-3,5/9/2022,S0355
203224-4,203224,4,106460-4,5/9/2022,S0166
203225-1,203225,1,106462-1,5/27/2025,S0007
203226-1,203226,1,106464-1,6/18/2023,S0293
203226-2,203226,2,106464-2,6/18/2023,S0068
203227-1,203227,1,106465-1,3/10/2023,S0438
203227-2,203227,2,106465-2,3/10/2023,S0061
203227-3,203227,3,106465-3,3/10/2023,S0144
203228-1,203228,1,106466-1,2/29/2024,S0262
203228-2,203228,2,106466-2,2/29/2024,S0211
203229-1,203229,1,106468-1,5/9/2023,S0141
203229-2,203229,2,106468-2,5/9/2023,S0234
203229-3,203229,3,106468-3,5/9/2023,S0276
203230-1,203230,1,106472-1,4/27/2024,S0337
203230-2,203230,2,106472-2,4/27/2024,S0450
203231-1,203231,1,106473-1,4/22/2022,S0010
203231-2,203231,2,106473-2,4/22/2022,S0085
203231-3,203231,3,106473-3,4/22/2022,S0576
203231-4,203231,4,106473-4,4/22/2022,S0417
203231-5,203231,5,106473-5,4/22/2022,S0622
203232-1,203232,1,106474-1,6/13/2023,S0436
203232-2,203232,2,106474-2,6/13/2023,S0207
203233-1,203233,1,106475-1,6/13/2025,S0622
203233-2,203233,2,106475-2,6/13/2025,S0038
203233-3,203233,3,106475-3,6/13/2025,S0559
203233-4,203233,4,106475-4,6/13/2025,S0240
203233-5,203233,5,106475-5,6/13/2025,S0103
203234-1,203234,1,106476-1,11/6/2024,S0001
203234-2,203234,2,106476-2,11/6/2024,S0154
203235-1,203235,1,106478-1,10/27/2025,S0060
203235-2,203235,2,106478-2,10/27/2025,S0574
203235-3,203235,3,106478-3,10/27/2025,S0527
203235-4,203235,4,106478-4,10/27/2025,S0082
203235-5,203235,5,106478-5,10/27/2025,S0382
203236-1,203236,1,106479-1,4/8/2022,S0206
203236-2,203236,2,106479-2,4/8/2022,S0382
203236-3,203236,3,106479-3,4/8/2022,S0167
203236-4,203236,4,106479-4,4/8/2022,S0524
203237-1,203237,1,106480-1,3/14/2024,S0416
203237-2,203237,2,106480-2,3/14/2024,S0443
203237-3,203237,3,106480-3,3/14/2024,S0381
203237-4,203237,4,106480-4,3/14/2024,S0602
203237-5,203237,5,106480-5,3/14/2024,S0561
203238-1,203238,1,106482-1,10/18/2025,S0553
203238-2,203238,2,106482-2,10/18/2025,S0102
203239-1,203239,1,106484-1,9/11/2024,S0358
203240-1,203240,1,106486-1,4/14/2025,S0606
203240-2,203240,2,106486-2,4/14/2025,S0464
203240-3,203240,3,106486-3,4/14/2025,S0585
203241-1,203241,1,106489-1,12/9/2024,S0381
203241-2,203241,2,106489-2,12/9/2024,S0265
203241-3,203241,3,106489-3,12/9/2024,S0063
203241-4,203241,4,106489-4,12/9/2024,S0414
203241-5,203241,5,106489-5,12/9/2024,S0276
203242-1,203242,1,106490-1,7/3/2022,S0075
203243-1,203243,1,106491-1,5/10/2023,S0504
203243-2,203243,2,106491-2,5/10/2023,S0300
203243-3,203243,3,106491-3,5/10/2023,S0204
203243-4,203243,4,106491-4,5/10/2023,S0482
203244-1,203244,1,106492-1,9/29/2022,S0122
203244-2,203244,2,106492-2,9/29/2022,S0347
203245-1,203245,1,106493-1,4/6/2022,S0115
203246-1,203246,1,106497-1,12/12/2025,S0251
203247-1,203247,1,106501-1,9/15/2024,S0334
